date,region,category,traffic,conversion_rate,orders,avg_order_value,gross_revenue,marketing_spend,return_rate,refunds,net_revenue,margin_pct,gross_margin,roas,cac_proxy,seasonality_index
2023-05-22,Latin America,Electronics,5182,0.0367,190,242.21,46019.27,3608.11,0.1077,4958.07,41061.2,0.4021,12903.86,12.7544,18.9901,0.95
2023-05-22,Latin America,Health & Beauty,2905,0.0372,108,62.35,6734.12,1706.45,0.0825,555.3,6178.82,0.4034,786.1,3.9463,15.8004,0.95
2023-05-22,Latin America,Home & Garden,2846,0.0306,87,91.31,7944.09,2390.2,0.0906,719.8,7224.29,0.3911,435.0,3.3236,27.4736,0.95
2023-05-22,Latin America,Sports & Outdoors,2644,0.0368,97,85.29,8273.01,2363.41,0.0902,746.45,7526.55,0.3859,541.05,3.5005,24.3651,0.95
2023-05-22,North America,Apparel,10683,0.0301,322,71.72,23093.18,7275.82,0.1056,2438.78,20654.4,0.3597,153.54,3.174,22.5957,0.95
2023-05-22,North America,Electronics,15080,0.0388,585,253.18,148112.69,10872.13,0.1197,17730.04,130382.65,0.3562,35573.4,13.6232,18.5848,0.95
2023-05-22,North America,Health & Beauty,7641,0.0431,329,60.14,19786.95,5276.11,0.0935,1849.53,17937.43,0.385,1630.46,3.7503,16.0368,0.95
2023-05-22,North America,Home & Garden,8445,0.0319,269,88.78,23880.71,7245.43,0.0914,2183.13,21697.58,0.3858,1126.03,3.296,26.9347,0.95
2023-05-22,North America,Sports & Outdoors,8172,0.0312,255,92.24,23520.12,6944.22,0.0835,1963.12,21557.0,0.3792,1229.14,3.387,27.2322,0.95
2023-05-29,Asia Pacific,Apparel,5991,0.0311,186,70.05,13028.82,4095.93,0.1048,1365.31,11663.51,0.3721,244.46,3.1809,22.0211,0.95
2023-05-29,Asia Pacific,Electronics,8058,0.0346,278,265.33,73761.64,7234.16,0.096,7078.09,66683.54,0.3693,17389.76,10.1963,26.0221,0.95
2023-05-29,Asia Pacific,Health & Beauty,4893,0.0242,118,61.87,7300.55,3375.98,0.091,664.64,6635.91,0.3807,-849.6,2.1625,28.61,0.95
2023-05-29,Asia Pacific,Home & Garden,6260,0.0318,198,93.79,18569.69,4390.97,0.0867,1610.33,16959.36,0.3848,2134.88,4.2291,22.1766,0.95
2023-05-29,Asia Pacific,Sports & Outdoors,5866,0.0312,183,85.58,15661.0,4272.71,0.0854,1337.07,14323.93,0.3764,1119.3,3.6654,23.3482,0.95
2023-05-29,Europe,Apparel,8560,0.0336,287,78.05,22400.77,5038.75,0.1084,2429.34,19971.42,0.3604,2158.52,4.4457,17.5566,0.95
2023-05-29,Europe,Electronics,11419,0.0288,328,261.11,85645.44,7182.99,0.1053,9018.51,76626.93,0.3821,22099.91,11.9234,21.8994,0.95
2023-05-29,Europe,Health & Beauty,5991,0.0252,150,59.93,8989.22,4102.32,0.0933,838.77,8150.46,0.3892,-929.94,2.1913,27.3488,0.95
2023-05-29,Europe,Home & Garden,7703,0.027,207,84.29,17448.07,5459.53,0.0879,1533.7,15914.37,0.3766,534.04,3.1959,26.3745,0.95
2023-05-29,Europe,Sports & Outdoors,6315,0.0336,212,75.57,16020.74,5637.42,0.0945,1514.46,14506.28,0.3681,-297.86,2.8419,26.5916,0.95
2023-05-29,Latin America,Apparel,3302,0.0317,104,74.73,7772.01,2606.74,0.1155,897.69,6874.33,0.3966,119.91,2.9815,25.0648,0.95
2023-05-29,Latin America,Electronics,5316,0.0267,142,260.9,37047.89,3566.54,0.1044,3866.16,33181.73,0.3234,7164.76,10.3876,25.1165,0.95
2023-05-29,Latin America,Health & Beauty,2613,0.0369,96,60.2,5778.8,2006.36,0.0789,456.01,5322.79,0.3678,-48.45,2.8802,20.8995,0.95
2023-05-29,Latin America,Home & Garden,3012,0.029,87,82.85,7207.63,2788.95,0.0861,620.65,6586.97,0.387,-239.86,2.5844,32.0569,0.95
2023-05-29,Latin America,Sports & Outdoors,2941,0.0187,55,83.52,4593.67,2093.04,0.0929,426.83,4166.83,0.3442,-658.79,2.1947,38.0553,0.95
2023-05-29,North America,Apparel,11941,0.0409,488,77.75,37944.32,6598.27,0.1148,4357.53,33586.78,0.3928,6594.37,5.7506,13.521,0.95
2023-05-29,North America,Electronics,14061,0.0274,384,241.18,92613.07,9052.32,0.1131,10472.8,82140.27,0.3756,21795.91,10.2309,23.5738,0.95
2023-05-29,North America,Health & Beauty,7083,0.0376,266,61.02,16231.11,5024.55,0.0995,1615.16,14615.95,0.3925,712.41,3.2304,18.8893,0.95
2023-05-29,North America,Home & Garden,10832,0.0381,413,77.47,31993.17,6645.87,0.0887,2837.24,29155.93,0.345,3411.7,4.814,16.0917,0.95
2023-05-29,North America,Sports & Outdoors,8611,0.0271,233,87.31,20342.09,6059.47,0.0991,2016.34,18325.75,0.4041,1346.85,3.3571,26.0063,0.95
2023-06-05,Asia Pacific,Apparel,6230,0.0287,178,78.77,14021.34,4573.38,0.1015,1423.77,12597.57,0.3819,237.51,3.0659,25.6932,0.95
2023-06-05,Asia Pacific,Electronics,9191,0.0316,290,231.29,67072.89,6541.19,0.1079,7238.5,59834.39,0.4183,18486.73,10.2539,22.5558,0.95
2023-06-05,Asia Pacific,Health & Beauty,4887,0.0387,189,58.36,11030.08,3275.46,0.0953,1051.53,9978.55,0.3896,612.37,3.3675,17.3305,0.95
2023-06-05,Asia Pacific,Home & Garden,5649,0.0363,205,82.84,16981.65,3779.03,0.0936,1590.26,15391.39,0.4045,2447.02,4.4937,18.4343,0.95
2023-06-05,Asia Pacific,Sports & Outdoors,5425,0.0258,140,89.99,12598.53,3845.72,0.1002,1261.8,11336.73,0.3978,664.04,3.276,27.4695,0.95
2023-06-05,Europe,Apparel,7440,0.0307,228,72.22,16465.15,4788.1,0.0967,1592.05,14873.1,0.3332,167.69,3.4388,21.0004,0.95
2023-06-05,Europe,Electronics,10143,0.0337,341,260.8,88931.68,7486.98,0.1112,9885.75,79045.94,0.325,18203.84,11.8782,21.9559,0.95
2023-06-05,Europe,Health & Beauty,5706,0.0343,195,60.8,11856.76,3022.84,0.0861,1021.13,10835.63,0.4016,1328.53,3.9224,15.5017,0.95
2023-06-05,Europe,Home & Garden,8007,0.0283,226,87.82,19847.21,5639.24,0.0965,1914.72,17932.49,0.3768,1117.87,3.5195,24.9524,0.95
2023-06-05,Europe,Sports & Outdoors,7401,0.0303,223,87.96,19615.93,4320.93,0.1032,2024.68,17591.25,0.3779,2326.81,4.5397,19.3764,0.95
2023-06-05,Latin America,Apparel,3647,0.0298,108,74.7,8067.12,2391.97,0.1064,858.57,7208.55,0.4324,724.74,3.3726,22.1479,0.95
2023-06-05,Latin America,Electronics,5450,0.0325,177,245.98,43538.33,3526.12,0.1034,4501.79,39036.54,0.3726,11019.22,12.3474,19.9216,0.95
2023-06-05,Latin America,Health & Beauty,2597,0.0331,86,61.48,5287.14,2069.9,0.0861,455.09,4832.04,0.3614,-323.63,2.5543,24.0687,0.95
2023-06-05,Latin America,Home & Garden,3204,0.0305,97,88.72,8605.89,2812.23,0.0955,821.93,7783.97,0.4099,378.5,3.0602,28.9921,0.95
2023-06-05,Latin America,Sports & Outdoors,2979,0.0264,78,88.32,6889.05,2115.58,0.0959,660.99,6228.06,0.4013,383.97,3.2563,27.1228,0.95
2023-06-05,North America,Apparel,10623,0.0382,406,76.27,30963.68,7805.31,0.1131,3501.85,27461.84,0.3868,2817.37,3.967,19.2249,0.95
2023-06-05,North America,Electronics,13076,0.0269,352,248.07,87321.5,11377.32,0.124,10825.58,76495.92,0.4383,22149.1,7.675,32.3219,0.95
2023-06-05,North America,Health & Beauty,7172,0.0409,293,62.86,18419.17,5646.74,0.1027,1892.05,16527.12,0.3832,686.22,3.2619,19.2721,0.95
2023-06-05,North America,Home & Garden,9763,0.0382,373,83.7,31218.99,7094.65,0.0827,2580.98,28638.01,0.3666,3402.95,4.4004,19.0205,0.95
2023-06-05,North America,Sports & Outdoors,8324,0.0309,257,89.83,23085.03,5701.85,0.0947,2186.36,20898.67,0.3782,2202.91,4.0487,22.1862,0.95
2023-06-12,Asia Pacific,Apparel,6217,0.0381,236,72.59,17130.97,4695.1,0.1083,1855.88,15275.09,0.4098,1565.11,3.6487,19.8945,0.95
2023-06-12,Asia Pacific,Electronics,8711,0.0378,329,232.58,76519.65,5651.01,0.1138,8705.89,67813.76,0.4017,21588.06,13.5409,17.1763,0.95
2023-06-12,Asia Pacific,Health & Beauty,4963,0.0458,227,62.75,14245.3,3775.06,0.0875,1247.08,12998.22,0.3601,906.14,3.7735,16.6302,0.95
2023-06-12,Asia Pacific,Home & Garden,4789,0.0389,186,87.01,16183.77,3342.42,0.066,1067.91,15115.87,0.3494,1939.25,4.8419,17.97,0.95
2023-06-12,Asia Pacific,Sports & Outdoors,5663,0.0314,178,84.48,15037.56,4400.47,0.0778,1169.72,13867.84,0.3515,473.66,3.4173,24.7217,0.95
2023-06-12,Europe,Apparel,7044,0.0351,247,69.62,17196.01,4704.91,0.1223,2103.54,15092.47,0.3673,838.1,3.6549,19.0482,0.95
2023-06-12,Europe,Electronics,11080,0.0304,337,236.98,79861.83,8724.56,0.1054,8416.64,71445.19,0.3765,18171.01,9.1537,25.8889,0.95
2023-06-12,Europe,Health & Beauty,5179,0.0326,168,65.13,10942.49,3916.92,0.09,985.01,9957.48,0.3539,-392.77,2.7936,23.315,0.95
2023-06-12,Europe,Home & Garden,7099,0.0233,165,83.8,13827.52,5311.7,0.0889,1229.22,12598.29,0.3815,-505.47,2.6032,32.1921,0.95
2023-06-12,Europe,Sports & Outdoors,6489,0.038,246,89.55,22028.81,4517.5,0.0989,2178.28,19850.53,0.4308,4033.5,4.8763,18.3638,0.95
2023-06-12,Latin America,Apparel,3643,0.0343,124,72.28,8962.25,2803.09,0.1141,1022.43,7939.82,0.3953,335.89,3.1973,22.6056,0.95
2023-06-12,Latin America,Electronics,4733,0.0304,143,242.74,34711.23,4425.05,0.1074,3726.88,30984.35,0.3699,7036.54,7.8443,30.9444,0.95
2023-06-12,Latin America,Health & Beauty,2833,0.0269,76,63.89,4855.8,1955.72,0.0874,424.35,4431.45,0.3892,-230.81,2.4829,25.7331,0.95
2023-06-12,Latin America,Home & Garden,3382,0.0328,110,90.76,9983.85,2284.51,0.0793,791.9,9191.95,0.3899,1299.11,4.3702,20.7682,0.95
2023-06-12,Latin America,Sports & Outdoors,3102,0.0363,112,86.27,9662.67,2718.1,0.0802,775.42,8887.24,0.3694,565.25,3.5549,24.2688,0.95
2023-06-12,North America,Apparel,8796,0.0324,285,72.72,20725.29,6337.38,0.1215,2517.18,18208.11,0.4146,1211.34,3.2703,22.2364,0.95
2023-06-12,North America,Electronics,15311,0.0271,414,224.11,92779.86,10778.53,0.1015,9416.83,83363.03,0.3717,20206.91,8.6078,26.0351,0.95
2023-06-12,North America,Health & Beauty,7962,0.0287,228,62.68,14290.02,5921.9,0.0901,1287.78,13002.24,0.3642,-1186.48,2.4131,25.9732,0.95
2023-06-12,North America,Home & Garden,10835,0.0293,317,89.12,28250.32,5579.39,0.1049,2963.42,25286.91,0.3921,4334.42,5.0633,17.6006,0.95
2023-06-12,North America,Sports & Outdoors,7886,0.0272,214,92.56,19808.85,5961.52,0.1031,2042.74,17766.1,0.3697,607.1,3.3228,27.8576,0.95
2023-06-19,Asia Pacific,Apparel,6791,0.033,224,73.59,16485.21,4581.41,0.1066,1756.61,14728.61,0.4136,1510.44,3.5983,20.4527,0.95
2023-06-19,Asia Pacific,Electronics,8210,0.0321,263,231.46,60874.12,6184.36,0.1147,6981.98,53892.14,0.3713,13825.84,9.8432,23.5147,0.95
2023-06-19,Asia Pacific,Health & Beauty,4667,0.0356,165,62.25,10270.71,3528.26,0.0883,906.75,9363.96,0.3725,-39.96,2.911,21.3834,0.95
2023-06-19,Asia Pacific,Home & Garden,5804,0.0317,183,89.72,16418.06,3891.96,0.0811,1332.09,15085.97,0.3717,1716.08,4.2185,21.2675,0.95
2023-06-19,Asia Pacific,Sports & Outdoors,5361,0.0401,215,88.16,18955.14,3996.87,0.074,1403.32,17551.82,0.37,2497.46,4.7425,18.5901,0.95
2023-06-19,Europe,Apparel,7892,0.0352,277,76.35,21147.85,4620.87,0.1062,2244.88,18902.97,0.3476,1950.47,4.5766,16.6818,0.95
2023-06-19,Europe,Electronics,10779,0.0224,241,233.91,56371.47,8629.81,0.0911,5136.59,51234.88,0.3647,10054.21,6.5322,35.8083,0.95
2023-06-19,Europe,Health & Beauty,6764,0.0316,213,61.36,13070.58,4813.51,0.0953,1245.52,11825.06,0.3625,-527.08,2.7154,22.5987,0.95
2023-06-19,Europe,Home & Garden,7871,0.0261,205,86.67,17768.04,5244.96,0.0844,1499.03,16269.01,0.4086,1403.04,3.3876,25.5852,0.95
2023-06-19,Europe,Sports & Outdoors,6575,0.0326,214,88.1,18852.8,5137.41,0.0852,1606.38,17246.42,0.3744,1320.23,3.6697,24.0066,0.95
2023-06-19,Latin America,Apparel,3652,0.0372,135,78.16,10551.37,2615.63,0.1071,1129.87,9421.49,0.3979,1133.1,4.034,19.3751,0.95
2023-06-19,Latin America,Electronics,4637,0.0204,94,247.28,23244.38,3418.26,0.0998,2319.28,20925.1,0.3396,3688.45,6.8001,36.3645,0.95
2023-06-19,Latin America,Health & Beauty,2775,0.0237,65,58.65,3812.22,2187.63,0.0907,345.66,3466.56,0.3464,-986.92,1.7426,33.6558,0.95
2023-06-19,Latin America,Home & Garden,3335,0.026,86,89.25,7675.66,2746.12,0.077,590.73,7084.93,0.4004,91.02,2.7951,31.9316,0.95
2023-06-19,Latin America,Sports & Outdoors,3208,0.0358,114,89.21,10169.47,2262.83,0.0733,745.74,9423.73,0.4118,1617.72,4.4941,19.8494,0.95
2023-06-19,North America,Apparel,11375,0.0333,378,78.39,29632.6,7276.26,0.1096,3248.4,26384.2,0.3581,2172.73,4.0725,19.2494,0.95
2023-06-19,North America,Electronics,14094,0.0313,441,255.45,112651.95,10662.36,0.1067,12023.45,100628.51,0.3593,25492.14,10.5654,24.1777,0.95
2023-06-19,North America,Health & Beauty,8062,0.0317,255,57.98,14785.66,4820.56,0.0945,1397.56,13388.1,0.328,-429.77,3.0672,18.9041,0.95
2023-06-19,North America,Home & Garden,9548,0.0349,333,82.57,27494.36,7675.41,0.0874,2403.23,25091.13,0.3759,1756.81,3.5821,23.0493,0.95
2023-06-19,North America,Sports & Outdoors,8749,0.044,384,83.8,32178.87,4906.89,0.1003,3227.31,28951.57,0.3635,5615.96,6.5579,12.7783,0.95
2023-06-26,Asia Pacific,Apparel,4336,0.0284,123,73.01,8979.94,3065.24,0.1125,1009.82,7970.12,0.3636,-167.31,2.9296,24.9207,0.95
2023-06-26,Asia Pacific,Electronics,8714,0.0264,229,238.65,54649.95,7405.85,0.1086,5934.08,48715.88,0.36,10129.62,7.3793,32.3399,0.95
2023-06-26,Asia Pacific,Health & Beauty,4719,0.0356,168,63.31,10636.04,3050.23,0.0961,1022.11,9613.93,0.367,477.94,3.487,18.1561,0.95
2023-06-26,Asia Pacific,Home & Garden,5829,0.0332,193,84.74,16354.42,4489.49,0.085,1390.6,14963.82,0.3626,936.48,3.6428,23.2616,0.95
2023-06-26,Asia Pacific,Sports & Outdoors,4360,0.0359,156,82.08,12805.21,3169.42,0.0941,1205.13,11600.09,0.4012,1484.95,4.0402,20.3168,0.95
2023-06-26,Europe,Apparel,9200,0.024,221,71.26,15747.95,4883.43,0.096,1512.22,14235.72,0.4071,911.25,3.2248,22.097,0.95
2023-06-26,Europe,Electronics,10759,0.0407,438,252.53,110609.15,7434.46,0.1184,13100.12,97509.04,0.3652,28174.84,14.8779,16.9736,0.95
2023-06-26,Europe,Health & Beauty,5675,0.0345,195,59.72,11645.58,3341.8,0.0896,1043.14,10602.43,0.3504,373.25,3.4848,17.1374,0.95
2023-06-26,Europe,Home & Garden,7795,0.0335,260,93.78,24382.75,4376.21,0.0899,2192.94,22189.81,0.3873,4218.5,5.5717,16.8316,0.95
2023-06-26,Europe,Sports & Outdoors,5623,0.0261,146,85.69,12510.4,4516.78,0.1042,1302.99,11207.41,0.3907,-137.82,2.7698,30.9368,0.95
2023-06-26,Latin America,Apparel,2331,0.0268,62,74.22,4601.42,1680.55,0.1146,527.42,4074.0,0.3607,-210.89,2.738,27.1057,0.95
2023-06-26,Latin America,Electronics,4500,0.0352,158,243.85,38528.72,4301.64,0.1268,4886.15,33642.56,0.3881,8754.4,8.9567,27.2256,0.95
2023-06-26,Latin America,Health & Beauty,2871,0.0292,83,59.11,4905.92,1751.88,0.098,480.78,4425.14,0.3407,-244.27,2.8004,21.1069,0.95
2023-06-26,Latin America,Home & Garden,2703,0.03,81,93.94,7609.29,2323.44,0.0907,690.31,6918.98,0.3953,411.34,3.275,28.6844,0.95
2023-06-26,Latin America,Sports & Outdoors,2943,0.0382,112,80.38,9002.86,2174.07,0.0855,769.67,8233.19,0.3914,1048.75,4.141,19.4114,0.95
2023-06-26,North America,Apparel,10585,0.0323,341,70.5,24040.37,7230.29,0.1074,2581.03,21459.34,0.416,1695.75,3.325,21.2032,0.95
2023-06-26,North America,Electronics,12834,0.0296,379,244.47,92655.24,12353.38,0.109,10103.33,82551.91,0.3997,20638.88,7.5004,32.5947,0.95
2023-06-26,North America,Health & Beauty,8111,0.0296,240,64.46,15469.25,5373.57,0.0953,1473.85,13995.4,0.3721,-166.41,2.8788,22.3899,0.95
2023-06-26,North America,Home & Garden,9308,0.0291,270,89.93,24281.46,7039.4,0.0952,2311.93,21969.53,0.3798,1305.16,3.4494,26.0718,0.95
2023-06-26,North America,Sports & Outdoors,8535,0.0291,248,88.44,21932.77,5480.58,0.0886,1942.38,19990.39,0.389,2295.61,4.0019,22.0991,0.95
2023-07-03,Asia Pacific,Apparel,5033,0.0239,120,74.75,8970.43,4176.25,0.0908,814.35,8156.07,0.4204,-747.72,2.148,34.8021,1.02
2023-07-03,Asia Pacific,Electronics,9306,0.024,223,235.06,52418.66,7682.54,0.1069,5601.46,46817.19,0.4178,11878.36,6.8231,34.4509,1.02
2023-07-03,Asia Pacific,Health & Beauty,5333,0.031,165,65.09,10739.22,3489.16,0.0914,981.88,9757.35,0.3921,337.0,3.0779,21.1464,1.02
2023-07-03,Asia Pacific,Home & Garden,5971,0.0374,223,87.04,19408.85,4114.61,0.0974,1890.59,17518.26,0.4229,3293.08,4.7171,18.4512,1.02
2023-07-03,Asia Pacific,Sports & Outdoors,5437,0.0349,189,89.38,16893.25,3817.45,0.0812,1372.45,15520.8,0.3913,2255.8,4.4253,20.1982,1.02
2023-07-03,Europe,Apparel,9863,0.0296,292,70.45,20570.45,4543.15,0.106,2181.44,18389.01,0.3737,2328.33,4.5278,15.5587,1.02
2023-07-03,Europe,Electronics,12897,0.0252,325,255.52,83043.33,8109.94,0.0998,8285.4,74757.93,0.3757,19973.41,10.2397,24.9536,1.02
2023-07-03,Europe,Health & Beauty,7256,0.0329,238,59.03,14049.69,4233.75,0.0749,1052.11,12997.58,0.358,419.52,3.3185,17.7889,1.02
2023-07-03,Europe,Home & Garden,7232,0.0335,242,83.63,20237.72,5908.8,0.0985,1992.66,18245.06,0.3854,1123.69,3.425,24.4165,1.02
2023-07-03,Europe,Sports & Outdoors,6382,0.0284,180,92.31,16616.09,5426.31,0.0902,1499.19,15116.9,0.3711,184.32,3.0621,30.1462,1.02
2023-07-03,Latin America,Apparel,2597,0.0293,76,74.49,5661.38,2109.76,0.1075,608.38,5053.0,0.3788,-195.64,2.6834,27.76,1.02
2023-07-03,Latin America,Electronics,5228,0.0289,150,245.01,36750.97,3695.18,0.1035,3805.02,32945.94,0.3997,9473.48,9.9456,24.6346,1.02
2023-07-03,Latin America,Health & Beauty,2797,0.0326,91,65.12,5925.65,2241.8,0.0832,493.2,5432.44,0.4106,-11.31,2.6433,24.6351,1.02
2023-07-03,Latin America,Home & Garden,3141,0.0324,101,87.72,8860.2,3059.68,0.0801,709.83,8150.37,0.3724,-24.73,2.8958,30.2938,1.02
2023-07-03,Latin America,Sports & Outdoors,3294,0.0338,111,83.79,9301.1,2262.91,0.0886,823.69,8477.41,0.3899,1042.48,4.1102,20.3866,1.02
2023-07-03,North America,Apparel,11804,0.0321,378,75.12,28393.52,7837.5,0.1064,3020.41,25373.11,0.3584,1254.99,3.6228,20.7341,1.02
2023-07-03,North America,Electronics,15276,0.0261,398,235.54,93745.66,10453.6,0.125,11720.81,82024.85,0.3636,19368.36,8.9678,26.2653,1.02
2023-07-03,North America,Health & Beauty,8645,0.0357,308,60.12,18515.96,6673.81,0.0821,1519.24,16996.71,0.3859,-114.92,2.7744,21.6682,1.02
2023-07-03,North America,Home & Garden,10831,0.0299,323,95.3,30783.21,6214.01,0.1001,3081.01,27702.2,0.4074,5070.7,4.9538,19.2384,1.02
2023-07-03,North America,Sports & Outdoors,8439,0.0285,240,86.28,20708.2,5573.41,0.0866,1793.73,18914.46,0.3824,1659.02,3.7155,23.2226,1.02
2023-07-10,Asia Pacific,Apparel,6384,0.0327,208,76.08,15823.61,5021.76,0.1102,1743.62,14079.99,0.3999,609.5,3.151,24.1431,1.02
2023-07-10,Asia Pacific,Electronics,9474,0.0318,301,251.28,75635.51,4955.24,0.1096,8292.64,67342.87,0.379,20569.08,15.2638,16.4626,1.02
2023-07-10,Asia Pacific,Health & Beauty,4781,0.0316,151,60.6,9150.13,3454.3,0.0865,791.32,8358.8,0.4022,-92.05,2.6489,22.8762,1.02
2023-07-10,Asia Pacific,Home & Garden,6347,0.0382,242,91.13,22052.56,4153.9,0.0902,1989.43,20063.13,0.3543,2955.45,5.3089,17.1649,1.02
2023-07-10,Asia Pacific,Sports & Outdoors,5778,0.0365,210,88.59,18604.37,3445.61,0.0955,1777.14,16827.23,0.38,2948.27,5.3994,16.4077,1.02
2023-07-10,Europe,Apparel,7831,0.0331,259,75.55,19567.62,6041.33,0.1055,2063.82,17503.8,0.358,224.47,3.239,23.3256,1.02
2023-07-10,Europe,Electronics,12198,0.0295,360,250.43,90154.35,7960.43,0.113,10184.1,79970.24,0.3888,23135.55,11.3253,22.1123,1.02
2023-07-10,Europe,Health & Beauty,6948,0.0432,299,63.03,18845.87,4509.85,0.0865,1631.0,17214.87,0.3609,1702.48,4.1788,15.0831,1.02
2023-07-10,Europe,Home & Garden,6646,0.0272,180,89.48,16105.77,5538.84,0.0684,1102.41,15003.36,0.4049,535.37,2.9078,30.7713,1.02
2023-07-10,Europe,Sports & Outdoors,7504,0.027,202,88.87,17952.17,5985.22,0.0916,1645.19,16306.98,0.3645,-41.53,2.9994,29.6298,1.02
2023-07-10,Latin America,Apparel,3717,0.0281,104,77.59,8069.61,2156.33,0.1064,858.24,7211.37,0.3706,516.37,3.7423,20.7339,1.02
2023-07-10,Latin America,Electronics,6026,0.0238,143,236.98,33888.42,3761.81,0.1128,3822.37,30066.05,0.4029,8350.65,9.0085,26.3063,1.02
2023-07-10,Latin America,Health & Beauty,2673,0.0333,89,62.45,5557.61,1936.99,0.0956,531.2,5026.41,0.3697,-78.61,2.8692,21.7639,1.02
2023-07-10,Latin America,Home & Garden,3370,0.0268,90,91.45,8230.13,2586.2,0.0856,704.13,7526.0,0.3696,195.73,3.1823,28.7355,1.02
2023-07-10,Latin America,Sports & Outdoors,3467,0.0328,113,83.03,9382.77,2300.36,0.1109,1040.44,8342.33,0.4129,1144.36,4.0788,20.3572,1.02
2023-07-10,North America,Apparel,10882,0.0283,307,70.66,21691.18,8201.91,0.1111,2410.54,19280.64,0.3443,-1564.24,2.6447,26.7163,1.02
2023-07-10,North America,Electronics,16979,0.0275,466,254.13,118424.31,11704.88,0.1067,12641.43,105782.88,0.3792,28406.38,10.1175,25.1178,1.02
2023-07-10,North America,Health & Beauty,9200,0.0353,324,65.95,21366.27,5605.67,0.079,1687.23,19679.05,0.3601,1481.02,3.8115,17.3014,1.02
2023-07-10,North America,Home & Garden,9694,0.0431,418,90.98,38031.4,8085.18,0.0902,3431.35,34600.05,0.3757,4912.52,4.7038,19.3425,1.02
2023-07-10,North America,Sports & Outdoors,8886,0.0306,272,87.43,23781.05,6076.1,0.0955,2271.77,21509.29,0.4087,2715.16,3.9139,22.3386,1.02
2023-07-17,Asia Pacific,Apparel,6884,0.0408,280,75.93,21260.1,5601.6,0.1152,2449.35,18810.75,0.3439,867.13,3.7954,20.0057,1.02
2023-07-17,Asia Pacific,Electronics,10682,0.0368,393,233.89,91918.7,7602.61,0.1059,9734.33,82184.37,0.3619,22140.81,12.0904,19.3451,1.02
2023-07-17,Asia Pacific,Health & Beauty,4894,0.0348,170,62.02,10543.53,3132.7,0.0942,992.71,9550.82,0.3517,226.6,3.3656,18.4277,1.02
2023-07-17,Asia Pacific,Home & Garden,6140,0.0289,177,86.09,15237.91,4090.12,0.0877,1336.41,13901.5,0.3906,1340.43,3.7255,23.108,1.02
2023-07-17,Asia Pacific,Sports & Outdoors,5295,0.0305,161,85.08,13698.54,4248.28,0.0787,1077.46,12621.08,0.3601,296.95,3.2245,26.3868,1.02
2023-07-17,Europe,Apparel,8702,0.0321,279,77.02,21487.98,6314.62,0.0966,2076.3,19411.69,0.3513,505.01,3.4029,22.6331,1.02
2023-07-17,Europe,Electronics,11875,0.0298,353,246.49,87009.24,8918.39,0.1245,10832.16,76177.08,0.3988,21460.14,9.7562,25.2646,1.02
2023-07-17,Europe,Health & Beauty,7484,0.0311,232,66.43,15412.52,5186.05,0.0761,1172.49,14240.04,0.3667,35.51,2.9719,22.3536,1.02
2023-07-17,Europe,Home & Garden,7888,0.0279,220,90.98,20016.12,5152.64,0.2045,4093.14,15922.97,0.3872,1012.21,3.8846,23.4211,1.02
2023-07-17,Europe,Sports & Outdoors,7111,0.0296,210,82.62,17350.32,5218.76,0.0989,1716.69,15633.64,0.3738,624.81,3.3246,24.8512,1.02
2023-07-17,Latin America,Apparel,3984,0.0247,98,72.89,7143.04,2703.1,0.1166,832.6,6310.44,0.3866,-263.2,2.6425,27.5826,1.02
2023-07-17,Latin America,Electronics,6773,0.0297,200,240.93,48185.17,4177.03,0.1025,4941.02,43244.16,0.3772,12133.83,11.5357,20.8852,1.02
2023-07-17,Latin America,Health & Beauty,3165,0.0228,72,62.07,4469.09,2036.61,0.0992,443.32,4025.77,0.3791,-510.36,2.1944,28.2863,1.02
2023-07-17,Latin America,Home & Garden,3477,0.0296,103,83.07,8556.67,2512.59,0.0871,745.51,7811.16,0.3648,337.26,3.4055,24.3941,1.02
2023-07-17,Latin America,Sports & Outdoors,2448,0.0323,79,90.76,7170.23,2234.38,0.0863,618.93,6551.3,0.3747,220.14,3.209,28.2833,1.02
2023-07-17,North America,Apparel,10907,0.037,403,77.53,31243.05,8603.46,0.1083,3383.98,27859.08,0.3631,1512.15,3.6315,21.3485,1.02
2023-07-17,North America,Electronics,15078,0.0342,516,240.54,124119.24,9889.62,0.0978,12135.94,111983.29,0.3835,33050.57,12.5505,19.1659,1.02
2023-07-17,North America,Health & Beauty,9020,0.0345,311,61.5,19126.66,5387.48,0.0961,1838.74,17287.92,0.3555,758.48,3.5502,17.3231,1.02
2023-07-17,North America,Home & Garden,10229,0.034,347,92.4,32064.24,7503.12,0.0827,2651.98,29412.26,0.3965,4158.5,4.2735,21.6228,1.02
2023-07-17,North America,Sports & Outdoors,8838,0.0344,304,86.66,26345.05,6740.16,0.1025,2701.06,23643.99,0.3902,2485.09,3.9087,22.1716,1.02
2023-07-24,Asia Pacific,Apparel,7990,0.0291,232,78.82,18287.22,4694.34,0.1165,2130.26,16156.97,0.3662,1222.83,3.8956,20.2342,1.02
2023-07-24,Asia Pacific,Electronics,9697,0.031,300,260.08,78023.09,6992.95,0.1096,8554.86,69468.23,0.398,20656.3,11.1574,23.3098,1.02
